orf_id	ensembl_transcript_id	ensembl_protein_id	ensembl_gene_id	symbol
100080487	ENST00000381055.7	ENSP00000370443.3	ENSG00000049192.14	ADAMTS6
100080488	ENST00000307885.4	ENSP00000311405.4	ENSG00000174233.11	ADCY6
100080489	ENST00000373655.6	ENSP00000362759.2	ENSG00000121753.12	ADGRB2
100080490	ENST00000379370.6	ENSP00000368678.2	ENSG00000188157.14	AGRN
100080492	ENST00000330258.3	ENSP00000329117.3	ENSG00000184675.9	AMER1
100080493	ENST00000299155.9	ENSP00000299155.5	ENSG00000166126.10	AMN
100080494	ENST00000355303.9	ENSP00000347454.5	ENSG00000131620.17	ANO1
100080495	ENST00000535453.5	ENSP00000442954.1	ENSG00000115266.11	APC2
100080496	ENST00000368013.7	ENSP00000356992.3	ENSG00000186517.13	ARHGAP30
100080497	ENST00000377307.6	ENSP00000366522.2	ENSG00000147799.11	ARHGAP39
100080498	ENST00000346085.9	ENSP00000344546.4	ENSG00000049618.22	ARID1B
100080499	ENST00000379044.4	ENSP00000368332.4	ENSG00000004848.7	ARX
100080500	ENST00000551177.5	ENSP00000450040.1	ENSG00000166183.15	ASPG
100080501	ENST00000428670.7	ENSP00000392043.3	ENSG00000070961.15	ATP2B1
100080502	ENST00000427980.6	ENSP00000415822.2	ENSG00000224470.7	ATXN1L
100080503	ENST00000479665.5	ENSP00000419371.1	ENSG00000163512.13	AZI2
100080504	ENST00000449549.3	ENSP00000400157.3	ENSG00000237172.3	B3GNT9
100080505	ENST00000329962.10	ENSP00000328277.6	ENSG00000182272.11	B4GALNT4
100080506	ENST00000382422.6	ENSP00000371859.2	ENSG00000198604.10	BAZ1A
100080507	ENST00000449228.5	ENSP00000404503.1	ENSG00000105327.17	BBC3
100080508	ENST00000305877.12	ENSP00000303507.8	ENSG00000186716.20	BCR
100080509	ENST00000553030.5	ENSP00000447203.1	ENSG00000039987.6	BEST2
100080510	ENST00000391429.1	ENSP00000375248.1	ENSG00000205899.3	BHLHA9
100080511	ENST00000281474.9	ENSP00000281474.5	ENSG00000151746.13	BICD1
100080512	ENST00000528368.2	ENSP00000431140.1	ENSG00000223953.5	C1QTNF5
100080513	ENST00000279101.9	ENSP00000279101.5	ENSG00000149679.11	CABLES2
100080514	ENST00000376265.2	ENSP00000365441.2	ENSG00000102001.12	CACNA1F
100080515	ENST00000446248.4	ENSP00000416797.1	ENSG00000076826.9	CAMSAP3
100080516	ENST00000456430.6	ENSP00000387641.2	ENSG00000144712.11	CAND2
100080517	ENST00000343516.7	ENSP00000345436.6	ENSG00000167971.15	CASKIN1
100080519	ENST00000442201.6	ENSP00000405708.2	ENSG00000145075.11	CCDC39
100080521	ENST00000375352.1	ENSP00000364501.1	ENSG00000204345.1	CD300LD
100080522	ENST00000393335.7	ENSP00000377007.3	ENSG00000166451.13	CENPN
100080523	ENST00000323319.6	ENSP00000318113.5	ENSG00000177300.6	CLDN22
100080525	ENST00000398978.7	ENSP00000381949.3	ENSG00000197467.13	COL13A1
100080526	ENST00000355480.9	ENSP00000347665.5	ENSG00000182871.14	COL18A1
100080527	ENST00000399132.5	ENSP00000382083.1	ENSG00000188517.14	COL25A1
100080528	ENST00000356083.7	ENSP00000348385.3	ENSG00000196739.14	COL27A1
100080529	ENST00000618395.4	ENSP00000481360.1	ENSG00000130635.15	COL5A1
100080530	ENST00000358511.10	ENSP00000351310.6	ENSG00000206384.10	COL6A6
100080533	ENST00000375541.9	ENSP00000364691.4	ENSG00000058453.16	CROCC
100080534	ENST00000613122.4	ENSP00000484525.1	ENSG00000060069.16	CTDP1
100080536	ENST00000285949.5	ENSP00000285949.5	ENSG00000187553.8	CYP26C1
100080537	ENST00000221307.12	ENSP00000221307.6	ENSG00000186529.15	CYP4F3
100080538	ENST00000421952.2	ENSP00000390590.2	ENSG00000181418.7	DDN
100080540	ENST00000288490.9	ENSP00000288490.4	ENSG00000157680.15	DGKI
100080541	ENST00000399510.6	ENSP00000382428.2	ENSG00000132535.18	DLG4
100080542	ENST00000373347.5	ENSP00000362444.1	ENSG00000116544.11	DLGAP3
100080543	ENST00000360428.8	ENSP00000353608.4	ENSG00000134762.16	DSC3
100080544	ENST00000400454.5	ENSP00000383303.1	ENSG00000171587.14	DSCAM
100080545	ENST00000410020.7	ENSP00000386881.3	ENSG00000135636.13	DYSF
100080546	ENST00000545030.1	ENSP00000445626.1	ENSG00000135625.7	EGR4
100080547	ENST00000579016.5	ENSP00000462333.1	ENSG00000167280.16	ENGASE
100080548	ENST00000449599.3	ENSP00000388620.1	ENSG00000163508.12	EOMES
100080549	ENST00000389567.8	ENSP00000374218.4	ENSG00000158220.13	ESYT3
100080550	ENST00000327669.4	ENSP00000328347.4	ENSG00000184731.5	FAM110C
100080551	ENST00000373312.3	ENSP00000362409.3	ENSG00000136830.11	FAM129B
100080552	ENST00000374362.6	ENSP00000363482.2	ENSG00000172661.17	WASHC2C
100080553	ENST00000311635.11	ENSP00000310841.4	ENSG00000103264.17	FBXO31
100080554	ENST00000324852.8	ENSP00000316491.4	ENSG00000162897.14	FCAMR
100080556	ENST00000368106.3	ENSP00000357086.3	ENSG00000181036.13	FCRL6
100080557	ENST00000367948.6	ENSP00000356925.2	ENSG00000162746.14	FCRLB
100080558	ENST00000380874.3	ENSP00000370256.2	ENSG00000054598.6	FOXC1
100080559	ENST00000328914.4	ENSP00000328720.4	ENSG00000164916.10	FOXK1
100080560	ENST00000335255.9	ENSP00000335677.5	ENSG00000141568.20	FOXK2
100080561	ENST00000641094.1	ENSP00000493184.1	ENSG00000204060.7	FOXO6
100080562	ENST00000380880.3	ENSP00000370262.3	ENSG00000164946.19	FREM1
100080563	ENST00000615808.4	ENSP00000479113.1	ENSG00000182256.12	GABRG3
100080564	ENST00000472788.5	ENSP00000420790.1	ENSG00000183185.9	GABRR3
100080565	ENST00000269216.7	ENSP00000269216.3	ENSG00000141448.8	GATA6
100080566	ENST00000617620.1	ENSP00000482600.1	ENSG00000124091.9	GCNT7
100080567	ENST00000587652.5	ENSP00000465231.1	ENSG00000137878.16	GCOM1
100080568	ENST00000247005.7	ENSP00000247005.5	ENSG00000130283.8	GDF1
100080568	ENST00000623927.1	ENSP00000485582.1	ENSG00000223802.7	CERS1
100080569	ENST00000287020.6	ENSP00000287020.4	ENSG00000156466.9	GDF6
100080570	ENST00000470487.5	ENSP00000417354.1	ENSG00000173905.8	GOLIM4
100080572	ENST00000381486.6	ENSP00000370896.2	ENSG00000196208.13	GREB1
100080573	ENST00000438375.2	ENSP00000404063.2	ENSG00000149403.12	GRIK4
100080574	ENST00000263269.3	ENSP00000263269.2	ENSG00000105464.3	GRIN2D
100080575	ENST00000621039.4	ENSP00000478352.1	ENSG00000144596.12	GRIP2
100080576	ENST00000486284.5	ENSP00000417536.1	ENSG00000196277.15	GRM7
100080577	ENST00000381140.8	ENSP00000370532.4	ENSG00000122034.14	GTF3A
100080578	ENST00000338121.9	ENSP00000338290.5	ENSG00000125812.15	GZF1
100080579	ENST00000374940.3	ENSP00000364076.3	ENSG00000237541.3	HLA-DQA2
100080580	ENST00000357878.5	ENSP00000350549.4	ENSG00000188620.9	HMX3
100080581	ENST00000366711.3	ENSP00000355672.3	ENSG00000181873.12	IBA57
100080582	ENST00000247933.8	ENSP00000247933.4	ENSG00000127415.12	IDUA
100080583	ENST00000397248.6	ENSP00000380421.3	ENSG00000134470.20	IL15RA
100080584	ENST00000395762.6	ENSP00000379111.2	ENSG00000077238.13	IL4R
100080585	ENST00000310227.2	ENSP00000312631.1	ENSG00000173404.4	INSM1
100080586	ENST00000377462.5	ENSP00000366682.1	ENSG00000102794.9	ACOD1
100080587	ENST00000394636.8	ENSP00000378132.4	ENSG00000176842.14	IRX5
100080588	ENST00000407010.6	ENSP00000385478.2	ENSG00000214960.9	ISPD
100080589	ENST00000331782.7	ENSP00000328169.3	ENSG00000184916.8	JAG2
100080590	ENST00000252818.4	ENSP00000252818.3	ENSG00000130522.5	JUND
100080591	ENST00000432196.3	ENSP00000388723.2	ENSG00000234438.3	KBTBD13
100080592	ENST00000316249.3	ENSP00000315654.3	ENSG00000178342.4	KCNG2
100080593	ENST00000257981.6	ENSP00000257981.5	ENSG00000135519.6	KCNH3
100080594	ENST00000567955.3	ENSP00000457807.2	ENSG00000260458.3	KCNJ18
100080595	ENST00000347132.9	ENSP00000262916.6	ENSG00000117013.14	KCNQ4
100080596	ENST00000399881.7	ENSP00000382770.3	ENSG00000215262.7	KCNU1
100080597	ENST00000297792.9	ENSP00000297792.5	ENSG00000165097.13	KDM1B
100080598	ENST00000397560.6	ENSP00000380692.2	ENSG00000006459.10	KDM7A
100080599	ENST00000398148.7	ENSP00000381216.2	ENSG00000088247.17	KHSRP
100080600	ENST00000422774.1	ENSP00000416040.1	ENSG00000122778.9	KIAA1549
100080601	ENST00000361418.9	ENSP00000354878.5	ENSG00000139116.18	KIF21A
100080602	ENST00000380099.3	ENSP00000369442.3	ENSG00000133116.7	KL
100080603	ENST00000445946.3	ENSP00000392204.2	ENSG00000227268.3	KLLN
100080606	ENST00000270238.3	ENSP00000270238.3	ENSG00000142235.8	LMTK3
100080607	ENST00000368742.3	ENSP00000357731.3	ENSG00000203782.5	LOR
100080608	ENST00000294304.11	ENSP00000294304.6	ENSG00000162337.11	LRP5
100080609	ENST00000333480.2	ENSP00000328364.2	ENSG00000182759.3	MAFA
100080610	ENST00000285879.4	ENSP00000285879.4	ENSG00000155495.8	MAGEC1
100080611	ENST00000292599.3	ENSP00000292599.3	ENSG00000161021.12	MAML1
100080612	ENST00000432680.6	ENSP00000414517.2	ENSG00000013619.13	MAMLD1
100080613	ENST00000559717.5	ENSP00000452948.1	ENSG00000196547.14	MAN2A2
100080614	ENST00000399503.3	ENSP00000382423.3	ENSG00000095015.5	MAP3K1
100080616	ENST00000513312.1	ENSP00000426359.1	ENSG00000234602.7	MCIDAS
100080617	ENST00000257724.7	ENSP00000257724.3	ENSG00000135272.10	MDFIC
100080618	ENST00000321341.10	ENSP00000321070.5	ENSG00000082212.12	ME2
100080619	ENST00000424583.6	ENSP00000402154.2	ENSG00000213999.15	MEF2B
100080620	ENST00000395811.9	ENSP00000379156.4	ENSG00000133030.20	MPRIP
100080621	ENST00000325064.9	ENSP00000322804.5	ENSG00000170873.18	MTSS1
100080623	ENST00000601313.5	ENSP00000470298.1	ENSG00000105357.15	MYH14
100080624	ENST00000594824.5	ENSP00000471367.1	ENSG00000099331.13	MYO9B
100080626	ENST00000369800.5	ENSP00000358815.5	ENSG00000214357.8	NEURL1B
100080627	ENST00000399464.6	ENSP00000382390.2	ENSG00000215041.9	NEURL4
100080629	ENST00000359128.9	ENSP00000352039.6	ENSG00000167984.17	NLRC3
100080630	ENST00000312165.5	ENSP00000309767.4	ENSG00000174885.12	NLRP6
100080631	ENST00000263388.6	ENSP00000263388.1	ENSG00000074181.8	NOTCH3
100080632	ENST00000278612.8	ENSP00000278612.8	ENSG00000149308.16	NPAT
100080633	ENST00000354831.11	ENSP00000346890.7	ENSG00000078618.21	NRDC
100080634	ENST00000372141.6	ENSP00000361214.2	ENSG00000185737.12	NRG3
100080636	ENST00000173229.6	ENSP00000173229.2	ENSG00000065320.8	NTN1
100080637	ENST00000293973.1	ENSP00000293973.1	ENSG00000162068.1	NTN3
100080638	ENST00000524377.5	ENSP00000431418.1	ENSG00000198400.11	NTRK1
100080639	ENST00000326005.10	ENSP00000463013.1	ENSG00000180304.14	OAZ2
100080640	ENST00000382349.4	ENSP00000371786.4	ENSG00000205922.4	ONECUT3
100080643	ENST00000641722.1	ENSP00000493036.1	ENSG00000254737.2	OR10G4
100080645	ENST00000375024.1	ENSP00000364164.1	ENSG00000236981.1	OR10G9
100080647	ENST00000642092.1	ENSP00000493242.1	ENSG00000172519.9	OR10H5
100080648	ENST00000332217.5	ENSP00000331789.5	ENSG00000196266.4	OR10J3
100080649	ENST00000641042.1	ENSP00000493297.1	ENSG00000180708.5	OR10K2
100080650	ENST00000368152.1	ENSP00000357134.1	ENSG00000198965.4	OR10R2
100080652	ENST00000641002.1	ENSP00000493003.1	ENSG00000198967.4	OR10Z1
100080653	ENST00000252835.4	ENSP00000252835.4	ENSG00000130538.4	OR11H1
100080657	ENST00000304720.3	ENSP00000304235.2	ENSG00000171459.4	OR1L6
100080658	ENST00000641810.1	ENSP00000493333.1	ENSG00000212807.2	OR2A42
100080658	ENST00000641044.1	ENSP00000493454.1	ENSG00000221970.2	OR2A1
100080659	ENST00000641068.1	ENSP00000493353.1	ENSG00000221938.5	OR2A14
100080660	ENST00000641693.1	ENSP00000493295.1	ENSG00000221836.3	OR2A5
100080662	ENST00000641541.1	ENSP00000493299.1	ENSG00000171561.4	OR2AT4
100080663	ENST00000320065.1	ENSP00000326349.1	ENSG00000177489.1	OR2G2
100080664	ENST00000641151.1	ENSP00000492961.1	ENSG00000204701.2	OR2J3
100080666	ENST00000641211.1	ENSP00000492974.1	ENSG00000198601.3	OR2M2
100080667	ENST00000641276.1	ENSP00000493000.1	ENSG00000177201.2	OR2T12
100080668	ENST00000641644.1	ENSP00000493366.1	ENSG00000198104.3	OR2T6
100080669	ENST00000641551.1	ENSP00000492946.1	ENSG00000185372.3	OR2V1
100080670	ENST00000641791.1	ENSP00000493017.1	ENSG00000182613.2	OR2V2
100080671	ENST00000641125.1	ENSP00000493322.1	ENSG00000181733.3	OR2Z1
100080674	ENST00000309562.3	ENSP00000311605.2	ENSG00000175619.3	OR4B1
100080675	ENST00000313253.1	ENSP00000320077.1	ENSG00000176200.1	OR4D11
100080676	ENST00000307033.2	ENSP00000305970.2	ENSG00000171014.2	OR4D5
100080677	ENST00000641962.1	ENSP00000493010.1	ENSG00000172742.5	OR4D9
100080678	ENST00000328882.6	ENSP00000327525.4	ENSG00000184140.6	OR4F6
100080679	ENST00000641904.1	ENSP00000492930.1	ENSG00000176253.3	OR4K13
100080681	ENST00000315543.4	ENSP00000319197.4	ENSG00000176230.5	OR4K17
100080682	ENST00000641200.1	ENSP00000492985.1	ENSG00000176299.5	OR4M1
100080683	ENST00000614722.1	ENSP00000483239.1	ENSG00000274102.1	OR4M2
100080684	ENST00000641086.1	ENSP00000493307.1	ENSG00000184394.2	OR4N5
100080685	ENST00000641760.1	ENSP00000493384.1	ENSG00000181927.3	OR4P4
100080686	ENST00000320048.1	ENSP00000321506.1	ENSG00000176567.1	OR4X1
100080689	ENST00000322101.4	ENSP00000322754.2	ENSG00000176922.4	OR51S1
100080690	ENST00000345043.2	ENSP00000341581.2	ENSG00000187747.2	OR52B6
100080692	ENST00000321522.2	ENSP00000322088.2	ENSG00000176787.2	OR52E2
100080693	ENST00000641726.1	ENSP00000493085.1	ENSG00000180974.4	OR52E4
100080696	ENST00000641796.1	ENSP00000493308.1	ENSG00000181616.9	OR52H1
100080697	ENST00000641645.1	ENSP00000493272.1	ENSG00000181001.2	OR52N1
100080699	ENST00000330728.4	ENSP00000328215.4	ENSG00000183389.5	OR56A4
100080700	ENST00000641673.1	ENSP00000492975.1	ENSG00000172324.5	OR5A2
100080701	ENST00000641320.1	ENSP00000493325.1	ENSG00000181785.2	OR5AS1
100080702	ENST00000357377.3	ENSP00000349945.3	ENSG00000197786.3	OR5B17
100080703	ENST00000360374.2	ENSP00000353537.2	ENSG00000198283.2	OR5B21
100080705	ENST00000641380.1	ENSP00000493226.1	ENSG00000236032.3	OR5H14
100080706	ENST00000641450.1	ENSP00000493082.1	ENSG00000233412.5	OR5H15
100080707	ENST00000355273.2	ENSP00000347418.2	ENSG00000197938.5	OR5H2
100080708	ENST00000383695.1	ENSP00000373194.1	ENSG00000206536.1	OR5K3
100080709	ENST00000354924.2	ENSP00000347003.2	ENSG00000196098.2	OR5K4
100080710	ENST00000641076.1	ENSP00000493124.1	ENSG00000255012.2	OR5M1
100080712	ENST00000313264.6	ENSP00000323688.4	ENSG00000181718.6	OR5T2
100080713	ENST00000303059.3	ENSP00000305403.3	ENSG00000172489.6	OR5T3
100080714	ENST00000358433.3	ENSP00000351211.2	ENSG00000188324.4	OR6C6
100080715	ENST00000548615.1	ENSP00000448811.1	ENSG00000205327.3	OR6C68
100080716	ENST00000343870.4	ENSP00000342836.4	ENSG00000197706.3	OR6C74
100080718	ENST00000328314.3	ENSP00000328402.3	ENSG00000185821.3	OR6C76
100080722	ENST00000641540.1	ENSP00000492936.1	ENSG00000186440.2	OR6P1
100080723	ENST00000320704.3	ENSP00000313110.3	ENSG00000181803.3	OR6S1
100080733	ENST00000642058.1	ENSP00000493166.1	ENSG00000167822.2	OR8J3
100080736	ENST00000313447.1	ENSP00000323853.1	ENSG00000181752.3	OR8K5
100080737	ENST00000310194.1	ENSP00000310632.1	ENSG00000284723.1	OR8S1
100080739	ENST00000641559.1	ENSP00000493151.1	ENSG00000258083.2	OR9A4
100080742	ENST00000305377.5	ENSP00000307598.4	ENSG00000170605.6	OR9K2
100080743	ENST00000398485.6	ENSP00000381499.2	ENSG00000125813.13	PAX1
100080744	ENST00000361762.3	ENSP00000355243.2	ENSG00000169851.15	PCDH7
100080745	ENST00000611716.4	ENSP00000482760.1	ENSG00000140479.16	PCSK6
100080746	ENST00000502773.5	ENSP00000422464.1	ENSG00000145431.10	PDGFC
100080747	ENST00000620267.1	ENSP00000480090.1	ENSG00000277481.1	PKD1L3
100080748	ENST00000399518.3	ENSP00000382434.3	ENSG00000188089.13	PLA2G4E
100080749	ENST00000419816.6	ENSP00000389803.2	ENSG00000149527.17	PLCH2
100080750	ENST00000301286.4	ENSP00000301286.3	ENSG00000167676.4	PLIN4
100080751	ENST00000497985.5	ENSP00000420132.1	ENSG00000163746.11	PLSCR2
100080752	ENST00000281321.3	ENSP00000281321.3	ENSG00000151615.3	POU4F2
100080753	ENST00000612501.1	ENSP00000478767.1	ENSG00000108819.10	PPP1R9B
100080754	ENST00000389362.5	ENSP00000374013.4	ENSG00000121335.11	PRB2
100080755	ENST00000296682.3	ENSP00000296682.3	ENSG00000164256.10	PRDM9
100080756	ENST00000378867.7	ENSP00000368144.3	ENSG00000135362.13	PRR5L
100080757	ENST00000617714.1	ENSP00000479745.1	ENSG00000237412.6	PRSS56
100080758	ENST00000408907.3	ENSP00000386212.2	ENSG00000222028.3	PSMB11
100080759	ENST00000358701.9	ENSP00000351536.5	ENSG00000165661.16	QSOX2
100080760	ENST00000367360.6	ENSP00000356329.2	ENSG00000203722.7	RAET1G
100080761	ENST00000529419.2	ENSP00000485526.1	ENSG00000189431.7	RASSF10
100080762	ENST00000371072.8	ENSP00000360112.4	ENSG00000162437.14	RAVER2
100080763	ENST00000369519.3	ENSP00000358532.3	ENSG00000203867.7	RBM20
100080764	ENST00000357277.7	ENSP00000349824.3	ENSG00000169891.17	REPS2
100080766	ENST00000299563.4	ENSP00000299563.4	ENSG00000166439.5	RNF169
100080767	ENST00000305943.7	ENSP00000306396.8	ENSG00000168159.11	RNF187
100080768	ENST00000360203.9	ENSP00000353332.5	ENSG00000258366.7	RTEL1
100080769	ENST00000537592.6	ENSP00000441823.2	ENSG00000256463.8	SALL3
100080770	ENST00000367467.7	ENSP00000356437.3	ENSG00000111961.17	SASH1
100080771	ENST00000449082.2	ENSP00000390600.2	ENSG00000185313.6	SCN10A
100080772	ENST00000324727.8	ENSP00000322460.4	ENSG00000177098.8	SCN4B
100080773	ENST00000567180.2	ENSP00000476384.1	ENSG00000260428.2	SCX
100080775	ENST00000536178.3	ENSP00000440273.3	ENSG00000160999.10	SH2B2
100080776	ENST00000293441.5	ENSP00000293441.1	ENSG00000161681.15	SHANK1
100080777	ENST00000377707.3	ENSP00000366936.3	ENSG00000107338.9	SHB
100080778	ENST00000360844.6	ENSP00000354090.5	ENSG00000254415.3	SIGLEC14
100080779	ENST00000389474.7	ENSP00000374125.2	ENSG00000197046.11	SIGLEC15
100080780	ENST00000425639.2	ENSP00000414750.2	ENSG00000215474.7	SKOR2
100080781	ENST00000370351.8	ENSP00000359376.4	ENSG00000101194.17	SLC17A9
100080782	ENST00000323853.9	ENSP00000317123.5	ENSG00000144028.14	SNRNP200
100080783	ENST00000573034.7	ENSP00000459615.2	ENSG00000266028.7	SRGAP2
100080784	ENST00000377602.4	ENSP00000366827.4	ENSG00000148488.15	ST8SIA6
100080785	ENST00000296632.7	ENSP00000296632.3	ENSG00000164211.12	STARD4
100080786	ENST00000433931.6	ENSP00000409667.2	ENSG00000159082.17	SYNJ1
100080787	ENST00000578121.5	ENSP00000462980.1	ENSG00000141384.12	TAF4B
100080789	ENST00000311875.9	ENSP00000308708.5	ENSG00000124678.17	TCP11
100080791	ENST00000423059.8	ENSP00000406482.2	ENSG00000005108.15	THSD7A
100080792	ENST00000413152.3	ENSP00000413841.3	ENSG00000144229.11	THSD7B
100080793	ENST00000268138.11	ENSP00000268138.7	ENSG00000140534.13	TICRR
100080794	ENST00000620492.4	ENSP00000484263.1	ENSG00000232258.6	TMEM114
100080795	ENST00000310430.10	ENSP00000311579.6	ENSG00000173273.15	TNKS
100080796	ENST00000361337.2	ENSP00000354522.2	ENSG00000198900.5	TOP1
100080797	ENST00000358465.6	ENSP00000351250.2	ENSG00000197323.11	TRIM33
100080798	ENST00000623385.3	ENSP00000485378.1	ENSG00000248167.7	TRIM39-RPP21
100080799	ENST00000379757.8	ENSP00000369081.4	ENSG00000239264.8	TXNDC5
100080800	ENST00000640433.1	ENSP00000492093.1	ENSG00000197763.14	TXNRD3
100080802	ENST00000343090.10	ENSP00000343001.6	ENSG00000130939.18	UBE4B
100080804	ENST00000414423.6	ENSP00000408108.2	ENSG00000162923.14	WDR26
100080805	ENST00000297954.8	ENSP00000297954.4	ENSG00000165238.16	WNK2
100080806	ENST00000375159.6	ENSP00000364301.2	ENSG00000196632.10	WNK3
100080807	ENST00000327939.4	ENSP00000329803.4	ENSG00000182223.7	ZAR1
100080808	ENST00000550078.2	ENSP00000447879.1	ENSG00000257315.2	ZBED6
100080809	ENST00000391701.1	ENSP00000375582.1	ENSG00000178935.5	ZNF552
100080810	ENST00000333987.11	ENSP00000334685.7	ENSG00000198453.12	ZNF568
100080811	ENST00000397121.2	ENSP00000380310.1	ENSG00000196109.6	ZNF676
100080813	ENST00000086933.2	ENSP00000086933.2	ENSG00000063515.2	GSC2
100080814	ENST00000563496.1	ENSP00000455444.1	ENSG00000261787.1	TCF24
100080815	ENST00000370193.3	ENSP00000359212.2	ENSG00000138136.6	LBX1
100080816	ENST00000396841.4	ENSP00000380053.3	ENSG00000213921.7	LEUTX
100080817	ENST00000313173.5	ENSP00000315949.4	ENSG00000175879.8	HOXD8
100080818	ENST00000398468.3	ENSP00000381486.3	ENSG00000214513.3	NOTO
100080820	ENST00000228644.3	ENSP00000228644.3	ENSG00000111049.3	MYF5
100080823	ENST00000376708.1	ENSP00000365898.1	ENSG00000204612.1	FOXB2
100080825	ENST00000334793.5	ENSP00000335493.5	ENSG00000186564.5	FOXD2
100080827	ENST00000360311.4	ENSP00000373274.3	ENSG00000197385.5	ZNF860
100080828	ENST00000395097.6	ENSP00000378531.2	ENSG00000119508.17	NR4A3
100080830	ENST00000419098.5	ENSP00000415774.1	ENSG00000186777.11	ZNF732
100080831	ENST00000436120.6	ENSP00000390179.2	ENSG00000189164.14	ZNF527
100080832	ENST00000600412.1	ENSP00000469154.1	ENSG00000197497.10	ZNF665
100080833	ENST00000332323.10	ENSP00000327538.6	ENSG00000198633.10	ZNF534
100080834	ENST00000292562.11	ENSP00000292562.7	ENSG00000198169.8	ZNF251
100080836	ENST00000334197.11	ENSP00000334146.6	ENSG00000197937.12	ZNF347
100080837	ENST00000428343.5	ENSP00000401536.1	ENSG00000196460.12	RFX8
100080839	ENST00000374888.2	ENSP00000364023.1	ENSG00000198455.4	ZXDB
100080840	ENST00000334181.4	ENSP00000333980.4	ENSG00000186230.6	ZNF749
100080841	ENST00000478296.5	ENSP00000419377.1	ENSG00000227124.8	ZNF717
100080842	ENST00000262525.5	ENSP00000262525.4	ENSG00000102870.5	ZNF629
100080844	ENST00000597761.6	ENSP00000472959.1	ENSG00000183850.13	ZNF730
100080845	ENST00000456806.2	ENSP00000485448.1	ENSG00000214652.5	ZNF727
100080846	ENST00000432094.6	ENSP00000480218.1	ENSG00000160336.14	ZNF761
100080847	ENST00000338230.3	ENSP00000344791.2	ENSG00000189190.9	ZNF600
100080848	ENST00000358146.6	ENSP00000350865.2	ENSG00000173253.15	DMRT2
100080849	ENST00000537055.3	ENSP00000444747.1	ENSG00000127903.13	ZNF835
100080850	ENST00000316333.8	ENSP00000314480.8	ENSG00000164853.8	UNCX
100080851	ENST00000397165.6	ENSP00000380351.1	ENSG00000197124.11	ZNF682
100080852	ENST00000540806.6	ENSP00000440625.1	ENSG00000081665.13	ZNF506
100080853	ENST00000609129.1	ENSP00000476499.1	ENSG00000273274.1	ZBTB8B
100080854	ENST00000586855.6	ENSP00000466072.2	ENSG00000197213.9	ZSCAN5B
100080855	ENST00000333206.9	ENSP00000329738.4	ENSG00000186814.13	ZSCAN30
100080857	ENST00000308618.4	ENSP00000312385.4	ENSG00000174279.4	EVX2
100080858	ENST00000370249.2	ENSP00000359269.2	ENSG00000063587.13	ZNF275
100011046	ENST00000299295.6	ENSP00000299295.2	ENSG00000154645.13	CHODL
100080860	ENST00000351817.4	ENSP00000345147.4	ENSG00000125816.4	NKX2-4
100080861	ENST00000377420.1	ENSP00000366637.1	ENSG00000204779.2	FOXD4L5
100080862	ENST00000338647.6	ENSP00000462054.1	ENSG00000189420.8	ZFP92
100080863	ENST00000587143.5	ENSP00000468605.1	ENSG00000188227.12	ZNF793
100080864	ENST00000530464.2	ENSP00000485108.1	ENSG00000255009.4	UBTFL1
100080865	ENST00000454449.2	ENSP00000430271.1	ENSG00000253831.1	ETV3L
100080867	ENST00000465342.3	ENSP00000419298.2	ENSG00000212993.4	POU5F1B
100080868	ENST00000400120.3	ENSP00000382987.3	ENSG00000215356.4	ZNF705B
100080869	ENST00000536498.5	ENSP00000444503.3	ENSG00000274529.5	SEBOX
100080870	ENST00000357901.4	ENSP00000350576.4	ENSG00000197044.10	ZNF441
100080871	ENST00000407847.4	ENSP00000384725.3	ENSG00000061455.10	PRDM6
100080874	ENST00000339020.7	ENSP00000339324.3	ENSG00000188725.7	SMIM15
100080875	ENST00000622602.1	ENSP00000488907.1	ENSG00000256537.4	SMIM10L1
100080877	ENST00000557011.5	ENSP00000451236.1	ENSG00000197734.8	C14orf178
100080878	ENST00000462402.5	ENSP00000435090.1	ENSG00000179902.12	C1orf194
100080879	ENST00000571846.5	ENSP00000459369.1	ENSG00000182224.11	CYB5D1
100080880	ENST00000567679.1	ENSP00000456083.1	ENSG00000187806.7	TMEM202
100080882	ENST00000410025.5	ENSP00000387018.2	ENSG00000186973.10	FAM183A
100080883	ENST00000521179.5	ENSP00000428373.1	ENSG00000175106.16	TVP23C
100080883	ENST00000557349.5	ENSP00000450826.2	ENSG00000259024.6	TVP23C-CDRT4
100080883	ENST00000571018.5	ENSP00000460797.1	ENSG00000171928.13	TVP23B
100080884	ENST00000531372.1	ENSP00000434368.1	ENSG00000254709.7	IGLL5
100080885	ENST00000377411.4	ENSP00000366628.4	ENSG00000180758.11	GPR157
100080886	ENST00000398289.2	ENSP00000435795.1	ENSG00000214413.7	BBIP1
100011047	ENST00000254730.10	ENSP00000254730.5	ENSG00000132394.10	EEFSEC
100080890	ENST00000451127.2	ENSP00000397002.2	ENSG00000226174.6	TEX22
100080893	ENST00000433494.8	ENSP00000408184.4	ENSG00000231738.10	TSPAN19
100080898	ENST00000528595.1	ENSP00000431282.1	ENSG00000204300.6	TMEM225
100080900	ENST00000641401.1	ENSP00000493046.1	ENSG00000279968.2	GVQW2
100080901	ENST00000517562.2	ENSP00000454561.1	ENSG00000253250.2	C8orf88
